device,country,topic,category,sub_category,raw_messages,raw_users,raw_conversations,index,date
desktop,840,Promotional Deals,Retail & Consumer Products,Apparel and Accessories,430,261,278,278,2025-12-01
desktop,840,Promotional Offer Curation,Retail & Consumer Products,Apparel and Accessories,417,252,277,277,2025-12-01
desktop,840,Black Friday Deals,Retail & Consumer Products,Apparel and Accessories,388,262,276,276,2025-12-01
desktop,840,Lingerie Discounts,Retail & Consumer Products,Apparel and Accessories,406,261,276,276,2025-12-01
desktop,840,Deal & Coupon Aggregation,Retail & Consumer Products,Apparel and Accessories,402,256,274,274,2025-12-01
desktop,840,Personalized Gift Boxes,Retail & Consumer Products,Apparel and Accessories,405,257,272,272,2025-12-01
desktop,840,Promotional Codes & Coupons,Retail & Consumer Products,Apparel and Accessories,407,253,270,270,2025-12-01
desktop,840,Custom Branded Seasonal Gifts,Retail & Consumer Products,Apparel and Accessories,388,253,270,270,2025-12-05
desktop,840,Daily Deals & Coupons,Retail & Consumer Products,Apparel and Accessories,382,255,268,268,2025-12-01
desktop,840,Themed Gift Guides,Retail & Consumer Products,Apparel and Accessories,388,249,265,265,2025-12-01
desktop,840,Giveaway Product Sourcing,Retail & Consumer Products,Apparel and Accessories,325,257,265,265,2025-12-04
desktop,840,Promotional Campaign Aggregator,Retail & Consumer Products,Apparel and Accessories,321,248,263,263,2025-12-03
desktop,840,all,Retail & Consumer Products,Camera and Imaging,23988,9938,12699,12699,2025-12-01
desktop,840,all,Retail & Consumer Products,Camera and Imaging,22477,9558,12166,12166,2025-12-02
desktop,840,all,Retail & Consumer Products,Camera and Imaging,21818,9298,11782,11782,2025-12-03
desktop,840,all,Retail & Consumer Products,Camera and Imaging,22027,9155,11546,11546,2025-12-04
desktop,840,all,Retail & Consumer Products,Camera and Imaging,19445,7982,10118,10118,2025-12-05
desktop,840,all,Retail & Consumer Products,Camera and Imaging,17595,7051,9019,9019,2025-12-07
desktop,840,all,Retail & Consumer Products,Camera and Imaging,14755,5843,7523,7523,2025-12-06
desktop,840,Mood Board Creator,Retail & Consumer Products,Camera and Imaging,1662,982,1169,1169,2025-12-01
desktop,840,Mood Board Creator,Retail & Consumer Products,Camera and Imaging,1468,950,1092,1092,2025-12-02
desktop,840,Mood Board Creator,Retail & Consumer Products,Camera and Imaging,1466,913,1029,1029,2025-12-04
desktop,840,Mood Board Creator,Retail & Consumer Products,Camera and Imaging,1447,897,1028,1028,2025-12-03
desktop,840,Product Image Creation,Retail & Consumer Products,Camera and Imaging,1550,825,1027,1027,2025-12-01
desktop,840,Product Image Creation,Retail & Consumer Products,Camera and Imaging,1480,832,994,994,2025-12-03
desktop,840,Product Image Creation,Retail & Consumer Products,Camera and Imaging,1378,797,963,963,2025-12-02
desktop,840,Mood Board Creator,Retail & Consumer Products,Camera and Imaging,1366,823,944,944,2025-12-05
desktop,840,Product Image Creation,Retail & Consumer Products,Camera and Imaging,1391,787,915,915,2025-12-04
desktop,840,Product Image Creation,Retail & Consumer Products,Camera and Imaging,1376,741,885,885,2025-12-05
desktop,840,Personalized Images,Retail & Consumer Products,Camera and Imaging,1340,707,875,875,2025-12-01
desktop,840,AI Mockup Generation,Retail & Consumer Products,Camera and Imaging,1215,709,861,861,2025-12-01
desktop,840,AI Mockup Generation,Retail & Consumer Products,Camera and Imaging,1102,712,843,843,2025-12-02
desktop,840,Mood Board Creator,Retail & Consumer Products,Camera and Imaging,1177,727,838,838,2025-12-07
desktop,840,Personalized Images,Retail & Consumer Products,Camera and Imaging,1119,683,812,812,2025-12-02
desktop,840,Personalized Images,Retail & Consumer Products,Camera and Imaging,1160,680,808,808,2025-12-03
desktop,840,AI Mockup Generation,Retail & Consumer Products,Camera and Imaging,1098,677,786,786,2025-12-03
desktop,840,Personalized Images,Retail & Consumer Products,Camera and Imaging,1133,687,786,786,2025-12-04
desktop,840,Mood Board Creator,Retail & Consumer Products,Camera and Imaging,1143,664,785,785,2025-12-06
desktop,840,Personalized Cake Images,Retail & Consumer Products,Camera and Imaging,1072,628,774,774,2025-12-01
desktop,840,Promotional Video Maker,Retail & Consumer Products,Camera and Imaging,1201,689,770,770,2025-12-02
desktop,840,AI Mockup Generation,Retail & Consumer Products,Camera and Imaging,1047,682,758,758,2025-12-04
desktop,840,Product Image Creation,Retail & Consumer Products,Camera and Imaging,1141,598,754,754,2025-12-06
desktop,840,Social Media Video Creator,Retail & Consumer Products,Camera and Imaging,1184,642,750,750,2025-12-01
desktop,840,Personalized Images,Retail & Consumer Products,Camera and Imaging,1090,632,744,744,2025-12-05
desktop,840,Product Image Creation,Retail & Consumer Products,Camera and Imaging,1078,613,738,738,2025-12-07
desktop,840,Social Media Video Creator,Retail & Consumer Products,Camera and Imaging,1166,649,735,735,2025-12-04
desktop,840,Promotional Video Maker,Retail & Consumer Products,Camera and Imaging,1174,649,730,730,2025-12-04
desktop,840,Social Media Video Creator,Retail & Consumer Products,Camera and Imaging,1141,635,729,729,2025-12-02
desktop,840,Social Media Video Creator,Retail & Consumer Products,Camera and Imaging,1104,644,729,729,2025-12-03
desktop,840,Promotional Video Maker,Retail & Consumer Products,Camera and Imaging,1173,661,726,726,2025-12-01
desktop,840,Personalized Cake Images,Retail & Consumer Products,Camera and Imaging,963,607,720,720,2025-12-03
desktop,840,AI Art Prompts,Retail & Consumer Products,Camera and Imaging,1064,566,719,719,2025-12-01
desktop,840,Promotional Video Maker,Retail & Consumer Products,Camera and Imaging,1112,650,719,719,2025-12-03
desktop,840,Sketch-to-Image AI,Retail & Consumer Products,Camera and Imaging,1039,568,714,714,2025-12-01
desktop,840,AI Illustration Generation,Retail & Consumer Products,Camera and Imaging,1039,563,706,706,2025-12-01
desktop,840,AI Mockup Generation,Retail & Consumer Products,Camera and Imaging,1010,607,701,701,2025-12-05
desktop,840,AI Art Prompts,Retail & Consumer Products,Camera and Imaging,993,586,698,698,2025-12-03
desktop,840,AI Illustration Generation,Retail & Consumer Products,Camera and Imaging,928,572,695,695,2025-12-02
desktop,840,Personalized Cake Images,Retail & Consumer Products,Camera and Imaging,910,592,695,695,2025-12-02
desktop,840,Sketch-to-Image AI,Retail & Consumer Products,Camera and Imaging,913,570,690,690,2025-12-02
desktop,840,Social Media Image Generation,Retail & Consumer Products,Camera and Imaging,1005,553,687,687,2025-12-01
desktop,840,AI Art Prompts,Retail & Consumer Products,Camera and Imaging,925,565,687,687,2025-12-02
desktop,840,AI Portrait Generator,Retail & Consumer Products,Camera and Imaging,1029,537,682,682,2025-12-01
desktop,840,Personalized Cake Images,Retail & Consumer Products,Camera and Imaging,920,589,680,680,2025-12-04
desktop,840,Social Media Graphic Design Tool,Retail & Consumer Products,Camera and Imaging,907,602,674,674,2025-12-02
desktop,840,Anime Art Generation,Retail & Consumer Products,Camera and Imaging,987,518,672,672,2025-12-01
desktop,840,AI Illustration Generation,Retail & Consumer Products,Camera and Imaging,937,564,672,672,2025-12-03
desktop,840,AI Image and Video Generation,Retail & Consumer Products,Camera and Imaging,1008,555,670,670,2025-12-01
desktop,840,Text-to-Video API,Retail & Consumer Products,Camera and Imaging,1002,561,663,663,2025-12-01
desktop,840,Sketch-to-Image AI,Retail & Consumer Products,Camera and Imaging,938,549,661,661,2025-12-03
desktop,840,Video Generation,Retail & Consumer Products,Camera and Imaging,1029,549,657,657,2025-12-01
desktop,840,Social Media Graphic Design Tool,Retail & Consumer Products,Camera and Imaging,952,596,656,656,2025-12-01
desktop,840,Social Media Graphic Design Tool,Retail & Consumer Products,Camera and Imaging,870,587,653,653,2025-12-03
desktop,840,Social Media Video Creator,Retail & Consumer Products,Camera and Imaging,1007,584,651,651,2025-12-05
desktop,840,Social Media Image Generation,Retail & Consumer Products,Camera and Imaging,872,527,645,645,2025-12-02
desktop,840,Anime Art Generation,Retail & Consumer Products,Camera and Imaging,890,529,644,644,2025-12-02
desktop,840,Personalized Cake Images,Retail & Consumer Products,Camera and Imaging,908,547,640,640,2025-12-05
desktop,840,AI Portrait Generator,Retail & Consumer Products,Camera and Imaging,915,527,639,639,2025-12-03
desktop,840,AI Poster Generation,Retail & Consumer Products,Camera and Imaging,854,525,637,637,2025-12-01
desktop,840,Placeholder Image Generator,Retail & Consumer Products,Camera and Imaging,900,515,637,637,2025-12-01
desktop,840,Text-to-Video API,Retail & Consumer Products,Camera and Imaging,953,562,637,637,2025-12-04
desktop,840,Anime Art Generation,Retail & Consumer Products,Camera and Imaging,918,520,635,635,2025-12-03
desktop,840,Image Creation,Retail & Consumer Products,Camera and Imaging,871,495,634,634,2025-12-01
desktop,840,AI Art Prompts,Retail & Consumer Products,Camera and Imaging,943,563,633,633,2025-12-04
desktop,840,Image Editing AI,Retail & Consumer Products,Camera and Imaging,942,515,632,632,2025-12-01
desktop,840,Promotional Video Maker,Retail & Consumer Products,Camera and Imaging,1025,564,630,630,2025-12-05
desktop,840,AI Portrait Generator,Retail & Consumer Products,Camera and Imaging,870,514,629,629,2025-12-02
desktop,840,Image Making,Retail & Consumer Products,Camera and Imaging,897,493,624,624,2025-12-01
desktop,840,Personalized Images,Retail & Consumer Products,Camera and Imaging,929,515,622,622,2025-12-06
desktop,840,Image Editing AI,Retail & Consumer Products,Camera and Imaging,888,531,621,621,2025-12-03
desktop,840,AI Image Design,Retail & Consumer Products,Camera and Imaging,867,504,621,621,2025-12-01
desktop,840,AI Photoshoot,Retail & Consumer Products,Camera and Imaging,963,490,621,621,2025-12-01
desktop,840,Social Media Image Generation,Retail & Consumer Products,Camera and Imaging,866,524,619,619,2025-12-03
desktop,840,AI Mockup Generation,Retail & Consumer Products,Camera and Imaging,838,523,619,619,2025-12-07
desktop,840,Image Outpainting,Retail & Consumer Products,Camera and Imaging,917,487,618,618,2025-12-01
desktop,840,Sketch-to-Image AI,Retail & Consumer Products,Camera and Imaging,897,550,616,616,2025-12-04
desktop,840,Personalized Images,Retail & Consumer Products,Camera and Imaging,881,514,615,615,2025-12-07
desktop,840,Text-to-Video API,Retail & Consumer Products,Camera and Imaging,911,529,614,614,2025-12-02
desktop,840,AI Ad Creative Generation,Retail & Consumer Products,Camera and Imaging,838,530,614,614,2025-12-01
desktop,840,AI Illustration Generation,Retail & Consumer Products,Camera and Imaging,908,540,612,612,2025-12-04
desktop,840,Mockup Generator,Retail & Consumer Products,Camera and Imaging,821,541,612,612,2025-12-01
desktop,840,AI Image Generation Prompts,Retail & Consumer Products,Camera and Imaging,904,488,611,611,2025-12-01
desktop,840,Text-to-Video API,Retail & Consumer Products,Camera and Imaging,884,526,610,610,2025-12-03
desktop,840,AI Image and Video Generation,Retail & Consumer Products,Camera and Imaging,887,527,609,609,2025-12-03
desktop,840,AI Ad Creative Generation,Retail & Consumer Products,Camera and Imaging,811,535,609,609,2025-12-02
desktop,840,Text-to-Image,Retail & Consumer Products,Camera and Imaging,792,499,607,607,2025-12-02
desktop,840,Video Generation AI,Retail & Consumer Products,Camera and Imaging,924,495,606,606,2025-12-01
desktop,840,AI Art Prompts,Retail & Consumer Products,Camera and Imaging,969,503,606,606,2025-12-05
desktop,840,Image Editing AI,Retail & Consumer Products,Camera and Imaging,869,537,602,602,2025-12-04
desktop,840,Image Making,Retail & Consumer Products,Camera and Imaging,787,497,602,602,2025-12-02
desktop,840,Video Generation,Retail & Consumer Products,Camera and Imaging,868,509,598,598,2025-12-03
desktop,840,AI Illustration Generation,Retail & Consumer Products,Camera and Imaging,933,500,598,598,2025-12-05
desktop,840,all,Retail & Consumer Products,Diversified & Miscellaneous Retail,22484,9801,12337,12337,2025-12-01
desktop,840,all,Retail & Consumer Products,Diversified & Miscellaneous Retail,21939,9492,12185,12185,2025-12-02
desktop,840,all,Retail & Consumer Products,Diversified & Miscellaneous Retail,20855,9136,11623,11623,2025-12-03
desktop,840,all,Retail & Consumer Products,Diversified & Miscellaneous Retail,20310,8985,11360,11360,2025-12-04
desktop,840,all,Retail & Consumer Products,Diversified & Miscellaneous Retail,17137,7516,9448,9448,2025-12-05
desktop,840,all,Retail & Consumer Products,Diversified & Miscellaneous Retail,13834,6025,7349,7349,2025-12-07
desktop,840,all,Retail & Consumer Products,Diversified & Miscellaneous Retail,11902,4885,6039,6039,2025-12-06
desktop,840,E-commerce Merchandising Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,1331,756,889,889,2025-12-02
desktop,840,E-commerce Merchandising Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,1339,732,841,841,2025-12-03
desktop,840,E-commerce Merchandising Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,1227,682,814,814,2025-12-01
desktop,840,E-commerce Merchandising Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,1221,690,804,804,2025-12-04
desktop,840,E-commerce Tools & Resources,Retail & Consumer Products,Diversified & Miscellaneous Retail,1135,654,778,778,2025-12-02
desktop,840,E-commerce Tools & Resources,Retail & Consumer Products,Diversified & Miscellaneous Retail,988,588,687,687,2025-12-04
desktop,840,E-commerce Tools & Resources,Retail & Consumer Products,Diversified & Miscellaneous Retail,949,586,685,685,2025-12-01
desktop,840,E-commerce Tools & Resources,Retail & Consumer Products,Diversified & Miscellaneous Retail,968,583,656,656,2025-12-03
desktop,840,E-commerce Merchandising Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,977,543,621,621,2025-12-05
desktop,840,E-commerce Seller Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,823,482,560,560,2025-12-02
desktop,840,E-commerce Seller Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,743,452,514,514,2025-12-01
desktop,840,E-commerce Analytics Integration,Retail & Consumer Products,Diversified & Miscellaneous Retail,727,419,505,505,2025-12-02
desktop,840,E-commerce Tools & Resources,Retail & Consumer Products,Diversified & Miscellaneous Retail,787,446,502,502,2025-12-05
desktop,840,E-commerce Seller Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,737,430,501,501,2025-12-04
desktop,840,E-commerce Seller Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,730,448,499,499,2025-12-03
desktop,840,E-commerce Campaign Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,709,423,488,488,2025-12-02
desktop,840,E-commerce Analytics Platform,Retail & Consumer Products,Diversified & Miscellaneous Retail,676,405,477,477,2025-12-02
desktop,840,E-commerce Campaign Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,713,419,473,473,2025-12-03
desktop,840,E-commerce Analytics Integration,Retail & Consumer Products,Diversified & Miscellaneous Retail,668,421,470,470,2025-12-04
desktop,840,E-commerce Engagement Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,679,406,470,470,2025-12-02
desktop,840,Klaviyo Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,634,398,460,460,2025-12-02
desktop,840,Klaviyo Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,628,392,459,459,2025-12-04
desktop,840,E-commerce Campaign Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,648,393,458,458,2025-12-01
desktop,840,Klaviyo Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,656,411,454,454,2025-12-03
desktop,840,E-commerce Funnel Optimization,Retail & Consumer Products,Diversified & Miscellaneous Retail,628,380,442,442,2025-12-02
desktop,840,E-commerce Analytics Platform,Retail & Consumer Products,Diversified & Miscellaneous Retail,619,400,442,442,2025-12-04
desktop,840,E-commerce Engagement Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,612,386,439,439,2025-12-03
desktop,840,E-commerce Engagement Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,618,371,436,436,2025-12-04
desktop,840,E-commerce Analytics Integration,Retail & Consumer Products,Diversified & Miscellaneous Retail,630,382,433,433,2025-12-03
desktop,840,E-commerce Channel Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,618,366,428,428,2025-12-04
desktop,840,E-commerce Funnel Optimization,Retail & Consumer Products,Diversified & Miscellaneous Retail,596,371,424,424,2025-12-03
desktop,840,E-commerce Insights,Retail & Consumer Products,Diversified & Miscellaneous Retail,610,362,422,422,2025-12-02
desktop,840,E-commerce Analytics Dashboard,Retail & Consumer Products,Diversified & Miscellaneous Retail,588,359,419,419,2025-12-02
desktop,840,Retargeting Campaign Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,623,365,417,417,2025-12-02
desktop,840,E-commerce Channel Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,601,362,415,415,2025-12-02
desktop,840,E-commerce Campaign Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,585,374,414,414,2025-12-04
desktop,840,Promotional Campaign Aggregator,Retail & Consumer Products,Diversified & Miscellaneous Retail,516,378,412,412,2025-12-01
desktop,840,Shopper Marketing Services,Retail & Consumer Products,Diversified & Miscellaneous Retail,603,368,410,410,2025-12-03
desktop,840,E-commerce Channel Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,595,352,407,407,2025-12-03
desktop,840,E-commerce Analytics Integration,Retail & Consumer Products,Diversified & Miscellaneous Retail,591,341,406,406,2025-12-01
desktop,840,Shopper Marketing Services,Retail & Consumer Products,Diversified & Miscellaneous Retail,541,357,404,404,2025-12-04
desktop,840,Discount & Coupon Aggregation,Retail & Consumer Products,Diversified & Miscellaneous Retail,557,377,404,404,2025-12-01
desktop,840,Klaviyo Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,507,353,398,398,2025-12-01
desktop,840,Retargeting Campaign Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,595,347,393,393,2025-12-03
desktop,840,E-commerce Analytics Platform,Retail & Consumer Products,Diversified & Miscellaneous Retail,561,350,391,391,2025-12-03
desktop,840,E-commerce Insights,Retail & Consumer Products,Diversified & Miscellaneous Retail,564,343,390,390,2025-12-04
desktop,840,E-commerce Store Customization Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,556,345,389,389,2025-12-02
desktop,840,Shopper Marketing Services,Retail & Consumer Products,Diversified & Miscellaneous Retail,499,352,388,388,2025-12-02
desktop,840,E-commerce Brand Portfolio Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,557,343,386,386,2025-12-03
desktop,840,E-commerce Merchandising Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,574,338,385,385,2025-12-07
desktop,840,E-commerce Insights,Retail & Consumer Products,Diversified & Miscellaneous Retail,555,336,384,384,2025-12-03
desktop,840,E-commerce Content Generation,Retail & Consumer Products,Diversified & Miscellaneous Retail,550,348,384,384,2025-12-03
desktop,840,E-commerce Analytics Platform,Retail & Consumer Products,Diversified & Miscellaneous Retail,543,330,380,380,2025-12-01
desktop,840,Promotional Deals Aggregation,Retail & Consumer Products,Diversified & Miscellaneous Retail,514,364,380,380,2025-12-01
desktop,840,E-commerce Content Generation,Retail & Consumer Products,Diversified & Miscellaneous Retail,495,336,380,380,2025-12-01
desktop,840,Promo Code Aggregator,Retail & Consumer Products,Diversified & Miscellaneous Retail,525,351,377,377,2025-12-01
desktop,840,E-commerce Engagement Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,513,329,375,375,2025-12-01
desktop,840,Shopify Dropshipping Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,533,328,374,374,2025-12-02
desktop,840,AI E-commerce Store Builder,Retail & Consumer Products,Diversified & Miscellaneous Retail,524,342,373,373,2025-12-02
desktop,840,AI E-commerce Store Builder,Retail & Consumer Products,Diversified & Miscellaneous Retail,504,333,373,373,2025-12-01
desktop,840,E-commerce Seller Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,564,335,369,369,2025-12-05
desktop,840,Digital Coupons & Promo Codes,Retail & Consumer Products,Diversified & Miscellaneous Retail,516,343,367,367,2025-12-01
desktop,840,E-commerce Store Customization Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,522,330,366,366,2025-12-01
desktop,840,Retargeting Campaign Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,509,333,364,364,2025-12-04
desktop,840,E-commerce Store Customization Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,581,324,363,363,2025-12-03
desktop,840,E-commerce Analytics Dashboard,Retail & Consumer Products,Diversified & Miscellaneous Retail,501,332,363,363,2025-12-04
desktop,840,Promotional Campaign Aggregator,Retail & Consumer Products,Diversified & Miscellaneous Retail,460,344,360,360,2025-12-04
desktop,840,Shopify Dropshipping Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,526,324,359,359,2025-12-01
desktop,840,Promotional Campaign Aggregator,Retail & Consumer Products,Diversified & Miscellaneous Retail,458,339,359,359,2025-12-02
desktop,840,Digital Coupons & Deals,Retail & Consumer Products,Diversified & Miscellaneous Retail,504,338,359,359,2025-12-01
desktop,840,E-commerce Channel Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,527,319,359,359,2025-12-01
desktop,840,E-commerce Campaign Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,511,316,359,359,2025-12-05
desktop,840,E-commerce Funnel Optimization,Retail & Consumer Products,Diversified & Miscellaneous Retail,532,314,358,358,2025-12-04
desktop,840,Shopper Engagement Solutions,Retail & Consumer Products,Diversified & Miscellaneous Retail,538,310,358,358,2025-12-03
desktop,840,Promotional Campaign Aggregator,Retail & Consumer Products,Diversified & Miscellaneous Retail,452,341,358,358,2025-12-03
desktop,840,Merchandising Analytics,Retail & Consumer Products,Diversified & Miscellaneous Retail,499,315,357,357,2025-12-02
desktop,840,E-commerce Analytics Tools,Retail & Consumer Products,Diversified & Miscellaneous Retail,485,308,354,354,2025-12-02
desktop,840,Shopper Engagement Solutions,Retail & Consumer Products,Diversified & Miscellaneous Retail,492,312,353,353,2025-12-02
desktop,840,E-commerce Analytics Dashboard,Retail & Consumer Products,Diversified & Miscellaneous Retail,486,305,352,352,2025-12-01
desktop,840,AI E-commerce Store Builder,Retail & Consumer Products,Diversified & Miscellaneous Retail,528,321,352,352,2025-12-03
desktop,840,Shopper Marketing Services,Retail & Consumer Products,Diversified & Miscellaneous Retail,474,319,351,351,2025-12-01
desktop,840,E-commerce Brand Portfolio Management,Retail & Consumer Products,Diversified & Miscellaneous Retail,472,311,351,351,2025-12-02
desktop,840,B2B Dropshipping Platform,Retail & Consumer Products,Diversified & Miscellaneous Retail,512,320,350,350,2025-12-02
desktop,840,Shopify Dropshipping Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,485,299,348,348,2025-12-04
desktop,840,Shopper Engagement Solutions,Retail & Consumer Products,Diversified & Miscellaneous Retail,491,308,348,348,2025-12-04
desktop,840,E-commerce Analytics Integration,Retail & Consumer Products,Diversified & Miscellaneous Retail,547,312,347,347,2025-12-05
desktop,840,Marketplace Optimization,Retail & Consumer Products,Diversified & Miscellaneous Retail,481,313,346,346,2025-12-03
desktop,840,D2C Growth Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,454,297,346,346,2025-12-04
desktop,840,Deals & Promotions Platform,Retail & Consumer Products,Diversified & Miscellaneous Retail,459,325,345,345,2025-12-01
desktop,840,E-commerce Insights,Retail & Consumer Products,Diversified & Miscellaneous Retail,513,300,345,345,2025-12-01
desktop,840,D2C Growth Consulting,Retail & Consumer Products,Diversified & Miscellaneous Retail,451,320,345,345,2025-12-02
desktop,840,B2B Dropshipping Platform,Retail & Consumer Products,Diversified & Miscellaneous Retail,530,308,344,344,2025-12-01
desktop,840,Promotional Offers Aggregation,Retail & Consumer Products,Diversified & Miscellaneous Retail,472,327,344,344,2025-12-01
desktop,840,all,Technology,Digital Media and Content,45366,15459,21897,21897,2025-12-02
desktop,840,all,Technology,Digital Media and Content,45818,15475,21791,21791,2025-12-01
desktop,840,all,Technology,Digital Media and Content,44430,15044,21365,21365,2025-12-03
desktop,840,all,Technology,Digital Media and Content,43486,14813,20733,20733,2025-12-04
desktop,840,all,Technology,Digital Media and Content,38569,12699,18009,18009,2025-12-05
desktop,840,all,Technology,Digital Media and Content,29014,9967,13550,13550,2025-12-07
desktop,840,all,Technology,Digital Media and Content,23153,7912,10799,10799,2025-12-06
desktop,840,Content Monetization Consulting,Technology,Digital Media and Content,2314,1321,1538,1538,2025-12-02
desktop,840,Document Preparation Assistance,Technology,Digital Media and Content,2035,1446,1533,1533,2025-12-02
desktop,840,Document Preparation Assistance,Technology,Digital Media and Content,2000,1432,1507,1507,2025-12-01
desktop,840,Content Monetization Consulting,Technology,Digital Media and Content,2338,1277,1500,1500,2025-12-03
desktop,840,Document Preparation Assistance,Technology,Digital Media and Content,1934,1399,1489,1489,2025-12-03
desktop,840,Mood Board Creator,Technology,Digital Media and Content,2105,1232,1452,1452,2025-12-01
desktop,840,Document Preparation Assistance,Technology,Digital Media and Content,1882,1332,1428,1428,2025-12-04
desktop,840,Content Creation for Sales,Technology,Digital Media and Content,2187,1196,1424,1424,2025-12-02
desktop,840,Content Monetization Consulting,Technology,Digital Media and Content,2244,1209,1417,1417,2025-12-04
desktop,840,Content Monetization Consulting,Technology,Digital Media and Content,2251,1180,1392,1392,2025-12-01
desktop,840,Mood Board Creator,Technology,Digital Media and Content,1953,1222,1385,1385,2025-12-02
desktop,840,Content Creation for Sales,Technology,Digital Media and Content,2219,1167,1373,1373,2025-12-03
desktop,840,Campaign Analytics & Optimization,Technology,Digital Media and Content,2420,1105,1365,1365,2025-12-02
desktop,840,Document Preparation Assistance,Technology,Digital Media and Content,1839,1235,1346,1346,2025-12-05
desktop,840,Mood Board Creator,Technology,Digital Media and Content,1915,1181,1333,1333,2025-12-03
desktop,840,Interactive Brochure Creation,Technology,Digital Media and Content,1963,1222,1324,1324,2025-12-02
desktop,840,Content Creation for Sales,Technology,Digital Media and Content,2081,1108,1322,1322,2025-12-01
desktop,840,Campaign Analytics & Optimization,Technology,Digital Media and Content,2390,1091,1317,1317,2025-12-03
desktop,840,Mood Board Creator,Technology,Digital Media and Content,1887,1162,1307,1307,2025-12-04
desktop,840,Influencer Marketing Support,Technology,Digital Media and Content,2004,1117,1293,1293,2025-12-02
desktop,840,Social Media Monetization Consulting,Technology,Digital Media and Content,2043,1090,1291,1291,2025-12-02
desktop,840,Content Creation for Sales,Technology,Digital Media and Content,2026,1104,1287,1287,2025-12-04
desktop,840,Content Creator Monetization Platform,Technology,Digital Media and Content,2114,1121,1280,1280,2025-12-02
desktop,840,Retargeting Campaign Management,Technology,Digital Media and Content,2239,1053,1267,1267,2025-12-02
desktop,840,Promotional Video Maker,Technology,Digital Media and Content,2197,1103,1264,1264,2025-12-02
desktop,840,Interactive Brochure Creation,Technology,Digital Media and Content,1877,1161,1258,1258,2025-12-01
desktop,840,Promotional Video Maker,Technology,Digital Media and Content,2124,1100,1254,1254,2025-12-03
desktop,840,Content Creator Monetization Platform,Technology,Digital Media and Content,2120,1093,1254,1254,2025-12-03
desktop,840,Social Media Monetization Consulting,Technology,Digital Media and Content,2018,1059,1253,1253,2025-12-03
desktop,840,Influencer Marketing Support,Technology,Digital Media and Content,1967,1079,1250,1250,2025-12-03
desktop,840,Campaign Analytics & Optimization,Technology,Digital Media and Content,2307,1011,1242,1242,2025-12-04
desktop,840,Content Creation Coaching,Technology,Digital Media and Content,2025,1075,1241,1241,2025-12-01
desktop,840,Content Creation Coaching,Technology,Digital Media and Content,1943,1082,1237,1237,2025-12-02
desktop,840,Interactive Brochure Creation,Technology,Digital Media and Content,1818,1131,1229,1229,2025-12-03
desktop,840,Influencer Marketing Support,Technology,Digital Media and Content,1941,1050,1219,1219,2025-12-04
desktop,840,Promotional Video Maker,Technology,Digital Media and Content,2189,1065,1219,1219,2025-12-01
desktop,840,Content Monetization Consulting,Technology,Digital Media and Content,1944,1035,1218,1218,2025-12-05
desktop,840,Social Media Monetization Consulting,Technology,Digital Media and Content,1963,1043,1217,1217,2025-12-01
desktop,840,Content Creator Monetization Platform,Technology,Digital Media and Content,2107,1049,1213,1213,2025-12-01
